IMP1,VTP1,IMP2,VTP2,IMP3,BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,RCCB,PLCB,PRCB,PLFB,PRFB,PKAC,RPAC,PACC,PMPC,PPRC,RCHD,RPHD,PUND,PSPD,PGHE,PPOE,PBRE,PEYE,TRAF,PPBF,PSTG,PBSH,PLSH,PRSH,RATH,PCTH,PLTH,PRTH,RIWH,PAGI,PRSI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,RCRK,PTRK,PBTK,PTAL,PIBL,PLEL,PREL,PLKL,PSPL,PLSL,RCCM,PHLM,PHAN,PTEN,PLKN,PRKN,PLSO,RPGP,PTHP,PJMP,PTYP,PCAR,PSAR,PTAR,RICR,PJER,PLKR,RCPR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PRAS,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,STAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,RCOV,PESV,PBFW,PLHW,PLTW
13,0,8,0,2,4,2,8,0,0,3,13,13,36,Jack,Mock,2,3,2,71,0,0,0,3,0,0,0,0,36,0,92,0,34,10797,0,0,67,59,40,0,0,31,75,0,32,4,4,0,36,2,2,0,67,1223,75,0,56,74,81,0,0,20,323,34,36,0,76,0,0,1,0,0,0,5,0,0,2,2,1,6,36,36,0,36,39,0,0,0,1,14,36,0,0,33,81,73,69,0,0,0,74,81,3,0,25,3,6,36,33,21,42,21,25,8,20,78,16,128,57,0,37,10,16,0,45,29,27,25,52,28,37,68,35,85,0,0
4,0,2,0,0,0,5,7,0,4,1,3,3,41,Brandyn,Hurd,4,7,4,80,0,0,0,3,0,0,0,0,41,0,79,0,49,2316,1,0,84,120,57,0,0,52,46,0,68,4,4,0,60,2,2,0,55,1224,85,0,77,46,50,0,0,20,642,25,41,0,44,0,0,0,0,1,0,5,0,1,1,1,2,11,41,64,0,50,15,0,0,0,0,55,41,0,1,52,71,61,59,0,0,0,47,50,5,0,47,3,14,62,62,15,9,23,42,7,5,76,12,80,63,0,52,15,13,0,25,63,66,67,32,64,25,64,25,48,0,1
4,0,0,0,3,6,10,7,2,10,6,3,3,37,Sean,Krimin,0,10,10,85,0,0,0,2,0,0,0,0,37,0,81,0,20,4355,0,0,91,33,40,0,0,55,33,1,33,3,3,0,52,2,2,0,79,1225,83,1,37,37,37,0,0,5,2083,65,65,0,40,0,0,0,0,1,0,6,0,1,1,1,1,1,37,72,0,62,82,0,0,0,0,152,37,0,0,64,64,67,60,11,11,0,32,36,2,3,70,1,1,31,36,0,17,6,62,29,0,72,0,30,40,5,66,10,10,0,67,42,25,25,83,26,74,63,74,39,0,1
4,0,3,0,13,6,10,7,0,10,6,3,3,42,Jaquan,O'Connor,1,10,10,86,0,0,0,3,0,0,0,0,42,0,79,0,37,4902,0,0,92,123,40,0,0,65,30,0,40,3,3,0,58,1,1,0,74,1226,83,1,42,42,42,0,0,17,641,57,47,0,36,0,0,0,0,0,0,5,0,1,1,1,1,3,42,59,0,79,56,0,0,0,0,112,42,0,0,62,49,61,71,0,0,0,30,39,3,0,57,1,3,37,50,0,19,6,62,29,0,73,0,25,40,5,73,10,10,0,74,38,35,36,75,35,69,67,56,37,0,1
13,0,5,0,8,6,10,7,2,10,6,3,3,43,Tim,Stephens Jr.,1,10,10,85,0,0,0,1,0,0,0,0,43,0,76,0,35,2143,0,0,85,191,40,0,0,60,28,0,37,3,3,0,62,1,1,0,85,1227,83,1,43,43,43,0,0,17,2476,49,70,0,29,0,0,0,0,0,0,5,0,1,1,1,1,3,43,79,0,95,47,0,0,0,0,308,43,0,0,66,52,64,74,0,0,0,27,30,1,3,57,1,3,31,44,0,8,6,58,29,0,72,0,20,35,5,75,10,10,0,66,35,31,34,70,33,48,62,59,27,0,1
9,0,1,0,13,0,5,7,0,4,1,3,3,41,Greg,Ferguson,3,7,4,83,0,0,0,4,0,0,0,0,41,0,85,0,74,1200,0,0,82,225,56,0,0,58,40,0,77,3,3,0,57,2,2,0,64,1228,83,1,73,41,41,0,0,17,246,25,41,0,61,0,0,0,0,0,0,5,0,1,1,1,2,11,41,64,0,50,30,0,0,0,0,21,41,0,0,36,72,71,59,6,6,0,40,41,1,3,63,1,14,69,59,15,4,23,45,7,5,75,12,102,78,0,62,15,13,0,30,70,71,78,25,76,26,70,25,40,0,0
4,0,0,0,10,10,10,4,0,10,6,3,3,43,Scott,Wozniak,0,6,10,82,0,3,3,4,0,0,0,0,43,0,80,0,38,10932,0,0,84,4,49,0,0,84,25,0,44,3,3,0,76,1,1,0,80,1229,85,1,56,43,43,0,0,17,73,48,71,0,25,0,0,0,0,0,0,5,0,0,1,1,1,3,43,87,0,94,47,0,0,0,0,13,43,0,0,84,57,77,76,11,11,0,26,26,1,3,84,1,3,40,49,5,42,10,87,29,26,72,10,23,41,0,68,10,10,0,79,38,35,37,67,37,71,74,49,23,0,0
10,0,12,0,6,6,10,7,0,10,6,3,3,41,Leonard,Robinson,0,10,10,84,0,0,0,4,0,0,0,0,41,0,63,0,50,10847,1,0,85,130,61,0,0,68,36,0,66,3,3,0,70,1,1,0,72,1230,84,1,44,41,41,0,0,15,245,68,58,0,25,0,0,0,0,3,0,6,0,0,1,1,1,3,41,81,0,93,66,0,0,0,0,42,41,0,3,83,52,66,71,0,0,0,36,37,1,0,74,1,3,62,52,0,42,6,77,29,0,73,0,30,50,5,70,10,10,0,72,51,51,56,45,56,40,66,62,36,0,1
2,0,5,0,2,10,10,0,0,3,9,19,19,39,Adam,Schwan,2,10,7,65,0,0,0,2,0,0,0,0,39,0,82,0,36,3870,0,0,69,18,40,0,0,36,80,0,37,3,3,0,48,2,2,0,64,1231,84,0,48,81,74,0,0,34,1669,36,39,0,76,0,0,1,0,0,0,5,0,2,2,2,1,7,39,56,0,39,36,0,0,0,1,48,39,0,0,32,75,72,69,11,11,0,81,75,3,0,25,5,7,37,22,24,15,15,25,20,20,72,15,125,37,0,39,21,14,0,25,29,30,29,25,29,25,61,25,76,0,0
1,0,0,0,5,10,5,10,0,10,9,3,3,39,Jah'Quez,Jackson,1,10,10,65,0,0,0,1,0,0,0,0,39,0,81,0,35,4376,0,0,62,220,40,0,0,69,64,0,28,4,4,0,67,2,2,0,60,1232,80,0,47,64,57,0,0,34,2674,68,68,0,59,0,0,1,0,0,0,5,0,2,2,2,1,5,39,64,0,63,60,0,0,0,1,165,39,0,0,61,72,47,56,11,11,0,64,57,2,0,62,5,5,25,16,21,17,21,44,15,20,75,17,125,45,0,39,20,16,0,64,25,25,25,58,28,38,43,58,59,0,0
7,0,4,0,2,10,10,0,0,3,9,3,3,41,Payne,Jones,1,10,7,68,0,0,0,1,0,0,0,0,41,0,70,0,65,3155,1,0,64,163,43,0,0,42,28,1,79,4,4,0,49,2,2,0,52,1233,78,1,67,68,66,0,0,34,2162,40,41,0,63,0,0,0,0,0,0,5,0,1,1,1,2,8,41,59,0,41,19,0,0,0,0,214,41,0,0,41,66,60,52,0,0,0,28,25,1,0,36,2,10,63,43,24,12,15,37,20,20,73,15,70,66,0,41,21,14,0,35,51,54,72,32,78,25,55,25,16,0,0
11,0,9,0,11,8,10,5,0,10,7,3,3,43,Keyshawn,Roland,0,8,7,89,0,1,1,3,0,0,0,0,43,0,89,0,47,1223,0,0,90,126,42,0,0,68,51,0,43,3,3,0,55,2,2,0,84,1234,87,1,43,50,52,0,0,15,514,55,66,0,53,0,0,0,0,0,0,6,0,2,1,1,2,1,43,85,0,65,60,0,0,0,0,43,43,0,0,70,70,70,62,0,0,0,51,52,3,0,73,2,1,32,40,0,4,6,68,30,0,70,0,11,38,0,63,0,1,0,70,42,27,32,87,34,88,68,87,49,0,1
0,0,11,0,0,4,2,8,0,0,3,3,3,42,Jon,Johnson,1,3,2,79,0,0,0,1,0,0,0,0,42,0,81,0,61,11550,1,0,60,173,46,0,0,49,25,1,63,3,3,0,50,2,2,0,63,1235,82,0,55,64,66,0,0,34,2161,25,42,0,64,0,0,0,1,0,0,5,0,0,2,2,1,8,42,63,0,42,17,0,0,0,0,213,42,1,0,44,64,55,55,0,0,0,25,25,0,0,35,3,10,70,43,21,45,21,42,8,20,75,16,90,74,0,42,10,16,0,34,55,55,72,36,73,27,56,37,19,0,0
2,0,10,0,4,10,2,6,0,4,7,3,3,44,McLane,Wiggins,2,10,6,80,0,0,0,1,0,0,0,0,44,0,89,0,52,10835,1,0,77,75,56,0,0,47,28,0,66,3,3,0,69,1,1,0,82,1236,86,1,66,44,44,0,0,17,2160,31,44,0,31,0,0,0,0,3,0,5,0,0,1,1,2,14,44,85,0,48,36,0,0,0,0,89,46,0,3,45,66,54,57,0,0,0,28,36,1,0,55,3,18,63,51,5,42,20,57,0,5,75,0,42,52,10,64,10,5,0,70,52,54,62,25,58,40,57,25,32,0,1
0,0,11,0,2,10,10,4,0,10,6,0,0,52,Nick,Barron,0,6,10,77,0,0,0,1,0,0,0,0,64,0,67,0,37,3127,0,0,63,75,40,0,0,25,25,1,37,3,3,0,37,1,1,0,64,1237,79,1,37,37,37,0,0,0,2159,37,45,0,25,0,0,0,0,10,0,5,0,0,1,1,1,16,56,37,0,37,39,0,0,0,0,27,78,0,10,24,41,71,64,0,0,0,25,25,5,0,25,3,20,33,20,5,12,10,25,29,26,75,10,59,35,0,37,10,10,0,65,28,31,28,61,28,66,64,45,15,0,0
13,0,0,0,0,0,5,7,0,4,1,3,3,37,Joey,Campion,0,7,4,85,0,0,0,4,0,0,0,0,37,0,88,0,80,10970,0,0,81,29,40,0,1,44,36,0,76,3,3,0,61,1,1,0,72,1238,80,1,79,37,37,0,0,15,183,26,37,0,40,0,0,0,0,0,0,6,0,1,1,1,2,11,37,73,0,51,24,0,0,0,0,12,37,0,0,56,75,76,50,14,14,0,37,35,1,0,47,1,14,86,66,15,42,23,41,7,5,74,12,66,85,0,50,15,13,0,25,68,61,70,25,69,25,70,28,39,0,1
11,0,0,0,7,10,10,0,0,3,9,3,3,41,Jonathan,Allison,2,10,7,66,0,0,0,2,0,0,0,0,41,0,87,0,41,29,0,0,59,179,53,0,0,38,64,0,52,4,4,0,41,2,2,0,66,1239,78,0,41,64,68,0,0,34,1992,39,46,0,74,0,0,1,0,0,0,5,0,0,2,2,1,5,41,45,0,41,40,0,0,0,1,124,41,0,0,36,63,53,66,0,0,0,64,67,1,0,29,5,5,47,34,24,0,15,25,20,20,76,15,117,53,0,41,21,14,0,60,45,42,40,56,41,61,56,41,67,0,0
8,0,0,0,11,5,10,2,0,7,8,3,3,39,Nathan,Wooten,0,4,0,72,0,0,0,1,0,0,0,0,39,0,82,0,55,4387,0,0,69,201,55,0,0,39,38,1,48,3,3,0,52,2,2,0,52,1240,83,1,57,39,39,0,0,20,2595,47,39,0,36,0,0,0,0,0,0,5,0,1,1,1,1,10,39,62,0,43,44,0,0,0,0,206,39,0,0,48,61,45,51,1,1,0,38,37,2,3,38,1,15,50,59,5,17,26,35,10,11,71,9,62,67,8,54,4,10,0,48,59,64,54,85,51,82,44,53,38,0,0
0,0,9,0,9,6,10,7,0,10,6,3,3,39,Gerrett,Dancel,2,10,10,75,0,0,0,3,0,0,0,0,39,0,75,0,56,9216,0,0,86,75,66,0,0,58,25,0,48,3,3,0,68,1,1,0,74,1241,78,0,48,39,39,0,0,5,799,50,45,0,34,0,0,0,0,0,0,5,0,1,1,1,1,3,39,86,0,75,51,0,0,0,0,136,39,0,0,73,40,62,68,1,1,0,26,25,1,0,61,3,3,43,51,0,36,6,54,29,0,75,0,34,53,5,70,10,10,0,61,53,52,38,66,41,66,58,38,22,0,1
9,0,4,0,8,6,10,7,0,10,6,3,3,42,Laurence,Joyner,2,10,10,89,0,0,0,3,0,0,0,0,41,0,91,0,63,10892,1,0,90,206,46,0,0,59,27,0,61,3,3,0,73,1,1,0,87,1242,86,1,73,41,41,0,0,17,322,41,41,0,46,0,0,0,0,0,0,5,0,0,1,1,1,14,41,86,0,53,49,0,0,0,0,8,41,0,0,56,71,73,58,0,0,0,27,25,2,3,60,1,18,71,76,0,42,6,53,29,0,73,0,43,70,5,50,10,10,0,58,67,78,60,33,57,44,72,25,19,0,0
10,0,11,0,3,5,10,2,0,7,8,3,3,36,Dominique,Bryant,4,4,0,74,0,0,0,1,0,0,0,0,36,0,88,0,35,2565,1,0,81,198,40,0,0,60,65,0,40,3,3,0,65,2,2,0,74,1243,68,0,43,66,65,0,0,33,2227,71,62,0,60,0,0,0,0,1,0,5,0,2,1,1,1,2,36,72,0,65,71,0,0,0,0,28,36,0,1,64,62,65,65,0,0,0,66,66,4,0,56,2,2,32,46,5,10,26,51,10,11,74,9,71,60,8,52,4,10,0,61,29,28,27,64,26,69,59,69,70,0,1
7,0,8,0,2,4,2,8,0,0,3,3,3,39,Marcus,Carpenter Jr.,2,3,2,63,0,0,0,3,0,0,0,0,39,0,70,0,78,10252,0,0,63,230,40,0,0,25,26,0,75,4,4,0,50,2,2,0,66,1244,80,0,78,66,64,0,0,34,798,25,39,0,67,0,0,0,0,0,0,5,0,1,1,1,1,9,39,70,0,46,29,0,0,0,0,68,39,0,0,20,83,77,59,16,16,0,26,36,4,0,25,5,12,80,59,21,40,21,44,8,20,77,16,128,78,0,39,10,16,0,25,50,50,80,25,80,25,66,33,37,0,0
4,0,5,0,0,10,2,6,0,4,7,3,3,49,Jedrick,Uzodinma II,2,10,6,75,0,0,0,3,0,0,1,1,40,0,80,0,65,2354,0,0,86,129,52,0,0,49,40,0,74,3,3,0,55,2,2,0,60,1245,81,1,70,40,40,0,0,17,1092,25,40,0,41,0,0,0,0,0,0,5,0,1,2,2,1,10,56,68,0,43,23,0,0,0,0,56,40,0,0,52,75,64,51,16,16,0,39,39,1,3,54,3,13,64,64,5,9,20,46,0,5,77,0,49,61,10,58,10,5,0,29,62,65,67,25,61,33,64,26,40,0,1
5,0,3,0,8,10,10,0,0,3,9,3,3,37,Antwon,Hunt,1,10,7,66,0,0,0,4,0,0,0,0,37,0,84,0,73,1182,0,0,67,224,43,0,0,44,25,0,72,4,4,0,41,2,2,0,59,1246,74,1,72,65,61,0,0,17,182,26,37,0,63,0,0,0,0,1,0,5,0,1,1,1,1,8,37,46,0,37,19,0,0,0,0,13,37,0,1,43,73,66,48,11,11,0,25,27,4,0,42,3,10,70,54,24,4,15,38,20,20,76,15,96,72,0,37,21,14,0,25,60,54,69,25,73,25,70,30,30,0,0
13,0,3,0,9,6,10,7,0,10,6,3,3,36,Kenneth,Grimble,0,10,10,77,0,1,1,3,0,0,0,0,36,0,85,0,36,8705,1,0,85,200,41,0,0,54,25,0,25,3,3,0,66,1,1,0,76,1247,81,1,36,36,36,0,0,5,513,42,59,0,25,0,0,0,0,0,0,6,0,1,1,1,2,3,36,77,0,89,46,0,0,0,0,98,36,0,0,73,44,64,67,0,0,0,25,25,3,0,59,1,3,26,43,0,34,6,63,29,0,69,0,22,37,5,66,10,10,0,66,25,25,25,51,28,60,62,64,22,0,1
8,0,3,0,11,10,2,6,2,4,7,3,3,37,Oscar,Mulrooney,2,10,6,66,0,0,0,2,0,0,0,0,37,0,96,0,80,1193,0,0,81,10,40,0,0,41,35,0,72,3,3,0,57,2,2,0,70,1248,78,1,68,37,37,0,0,17,1668,31,37,0,33,0,0,0,0,10,0,5,0,0,2,2,1,10,37,70,0,39,36,0,0,0,0,116,37,0,10,20,77,71,52,11,11,0,36,37,5,0,47,1,13,79,70,5,4,20,29,0,5,72,0,51,79,10,59,10,5,0,44,67,72,63,77,64,80,72,41,39,0,1
8,0,0,0,8,10,10,4,2,10,6,3,3,38,Davison,Swen,0,6,10,78,0,0,0,1,0,0,0,0,38,0,83,0,64,8056,1,0,87,234,45,0,0,54,37,1,50,3,3,0,51,1,1,0,82,1249,79,1,57,38,38,0,0,5,2475,25,45,0,29,0,0,0,0,0,0,6,0,2,1,1,1,12,38,80,0,42,27,0,0,0,0,227,38,0,0,59,45,60,63,6,6,0,37,37,6,0,53,1,16,61,64,5,31,10,49,29,26,73,10,36,71,8,56,10,10,0,57,72,71,49,39,47,25,58,29,39,0,1
12,0,13,0,4,6,10,7,0,10,6,3,3,38,Ray,Dobbs,0,10,10,79,0,0,0,4,0,0,0,0,38,0,95,0,67,3088,0,0,87,186,40,0,0,54,25,0,71,3,3,0,71,1,1,0,79,1250,84,1,80,38,38,0,0,5,40,26,38,0,29,0,0,0,0,0,0,5,0,1,1,1,1,14,40,88,0,63,20,0,0,0,0,1,38,0,0,57,65,76,59,3,3,0,25,25,1,3,54,2,18,77,79,0,12,6,49,29,0,72,0,51,72,5,55,10,10,0,64,72,76,59,25,50,25,77,26,20,0,0
4,0,8,0,1,10,5,10,0,10,9,3,3,41,Tim,Watts-Jackson,2,10,10,68,0,0,0,2,0,0,0,0,41,0,82,0,34,10780,0,0,57,150,40,0,0,36,73,0,40,4,4,0,41,2,2,0,57,1251,85,0,53,73,72,0,0,34,1991,43,42,0,74,0,0,1,0,0,0,5,0,1,2,2,1,6,41,55,0,41,40,0,0,0,1,131,41,0,0,34,77,62,59,15,15,0,73,72,3,0,25,5,8,34,31,21,42,21,25,15,20,71,17,138,53,0,42,20,16,0,48,34,33,32,46,32,46,59,35,71,0,0
6,0,11,0,0,0,5,7,0,4,1,3,3,43,Javian,Ward,1,7,4,82,0,0,0,2,0,0,0,0,43,0,85,0,65,74,0,0,70,170,65,0,1,53,43,0,73,3,3,0,56,2,2,0,57,1252,87,1,66,43,43,0,0,20,1990,55,43,0,45,0,0,0,0,0,0,5,0,2,2,2,2,10,43,75,0,47,50,0,0,0,0,149,43,0,0,29,71,60,55,11,11,0,43,42,6,0,48,3,15,64,63,15,0,23,45,7,5,74,12,75,67,0,52,15,13,0,53,65,66,67,77,64,84,56,47,39,0,1
5,0,4,0,5,10,10,4,0,10,6,3,3,39,Fred,Hunter,0,6,10,82,0,0,0,5,0,0,0,0,39,0,89,0,37,1111,0,0,91,160,40,0,0,74,25,0,38,3,3,0,77,1,1,0,78,1253,82,1,42,39,39,0,0,15,10,43,69,0,25,0,0,0,0,0,0,6,0,1,1,1,1,3,39,80,0,91,48,0,0,0,0,4,39,0,0,79,47,77,78,1,1,0,25,25,4,0,74,1,3,37,42,5,4,10,69,29,26,76,10,34,36,0,69,10,10,0,72,27,26,29,43,31,49,76,69,26,0,1
11,0,0,0,10,10,10,4,0,10,6,3,3,40,Reggie,Johnson,1,6,10,82,0,0,0,1,0,0,0,0,40,0,83,0,60,10806,0,0,86,208,44,0,0,47,39,0,44,3,3,0,52,1,1,0,79,1254,76,1,54,40,41,0,0,15,2158,25,40,0,28,0,0,0,0,0,0,5,0,2,1,1,1,12,40,79,0,45,39,0,0,0,0,194,40,0,0,52,54,55,71,0,0,0,39,41,1,3,45,1,16,67,63,5,42,10,52,29,26,74,10,39,60,8,56,10,10,0,64,64,62,52,47,52,25,54,33,41,0,1
11,0,11,0,4,5,10,7,2,10,6,0,0,79,Daniel,Dremel,0,10,10,85,0,0,0,2,0,0,0,0,41,0,68,0,37,8816,0,0,65,89,40,0,0,51,41,0,25,3,3,0,54,2,2,0,64,1255,81,1,42,41,41,0,1,17,2082,62,78,0,25,0,0,0,0,0,0,5,0,2,2,2,1,0,79,66,0,55,50,0,0,0,0,119,41,0,0,55,54,72,77,11,11,0,40,41,3,0,36,3,0,37,29,4,34,6,46,29,0,75,0,82,34,5,41,10,10,0,76,30,32,25,73,25,68,70,78,40,0,1
4,0,13,0,12,10,5,10,0,10,9,3,3,34,Armauni,Aragon,1,10,10,80,0,0,0,4,0,0,0,0,44,0,84,0,70,2576,0,0,67,230,40,0,0,50,86,0,78,4,4,1,51,2,2,0,60,1256,88,0,84,86,81,0,0,34,244,25,44,0,78,0,0,0,0,0,0,5,0,2,2,2,1,18,44,75,0,51,25,0,0,0,0,44,44,0,0,46,78,76,61,11,11,0,86,81,4,0,47,1,10,84,42,21,10,21,41,15,20,76,17,89,72,0,44,20,16,0,37,56,59,84,31,72,40,73,36,77,0,0
4,0,1,0,12,8,10,5,0,10,7,3,3,36,Connor,Osborne,4,8,7,80,0,0,0,3,0,0,0,0,36,0,89,0,63,8808,0,0,87,49,40,0,0,61,25,0,55,3,3,0,68,1,1,0,80,1257,80,1,78,36,36,0,0,5,403,30,36,0,25,0,0,0,0,6,0,5,0,1,1,1,1,14,36,78,0,49,32,0,0,0,0,10,36,0,6,57,62,70,53,10,10,0,25,26,3,0,62,2,18,75,73,0,34,6,50,30,0,73,0,45,75,0,42,0,1,0,53,61,73,47,39,48,29,67,25,30,0,1
12,0,8,0,0,6,10,7,0,10,6,3,3,41,Zach,Sapien,0,10,10,78,0,0,0,4,0,0,0,0,41,0,87,0,36,5951,0,0,86,30,40,0,0,68,25,0,37,3,3,0,68,1,1,0,83,1258,82,1,49,41,41,0,0,15,113,52,66,0,29,0,0,0,0,9,0,1,0,1,1,1,1,3,41,79,0,90,46,0,0,0,0,19,41,0,9,72,50,69,70,0,0,0,25,25,4,3,63,1,3,34,45,0,23,6,66,29,0,77,0,65,40,5,68,10,10,0,72,30,31,33,52,31,48,73,55,23,0,1
7,0,13,0,11,6,10,7,0,10,6,0,0,43,Warren,Samuels,2,10,10,89,0,0,0,4,0,0,0,0,43,0,91,0,68,5936,0,0,81,160,40,0,0,65,38,0,85,3,3,0,83,1,1,0,70,1259,91,1,81,43,43,0,0,5,181,45,43,0,36,0,0,0,0,10,0,5,0,2,1,1,1,14,43,89,0,58,35,0,0,0,0,6,43,0,10,59,77,82,69,16,16,0,38,32,4,3,66,1,18,78,78,0,23,6,53,29,0,71,0,27,90,5,69,10,10,0,66,74,90,65,36,64,25,77,31,28,0,1
11,0,4,0,5,6,10,7,0,10,6,0,0,49,Cameron,Cupit,0,10,10,70,0,0,0,3,0,0,0,0,80,0,66,0,34,10786,0,0,64,201,40,0,0,25,25,0,41,3,3,0,38,1,1,0,64,1260,70,0,40,38,38,0,1,0,931,39,39,0,25,0,0,0,0,0,0,5,0,1,1,1,1,16,48,38,0,38,36,0,0,0,0,5,88,0,0,23,43,83,74,0,0,0,25,25,4,0,25,1,20,38,24,0,42,6,25,29,0,74,0,47,34,0,38,10,10,0,47,29,26,30,50,28,53,77,36,15,0,0
1,0,7,0,10,10,5,10,0,10,9,3,3,40,Chris,Gibbons,2,10,10,63,0,0,0,3,0,0,0,0,40,0,84,0,34,6189,0,0,70,88,40,0,0,38,73,0,39,4,4,0,40,2,2,0,64,1261,82,0,47,73,77,0,0,34,797,25,40,0,72,0,0,1,0,0,0,5,0,0,2,2,1,6,40,48,0,40,20,0,0,0,1,46,40,0,0,32,81,69,83,14,14,0,73,77,0,0,25,3,8,32,21,21,24,21,25,15,20,75,17,134,52,0,41,20,16,0,40,25,25,25,25,29,50,68,34,76,0,0
6,0,6,0,11,0,5,7,0,4,1,3,3,37,Jalen,Pratt,1,7,4,78,0,0,0,3,0,0,0,0,37,0,86,0,74,10501,0,0,83,135,40,0,0,47,41,0,65,4,4,0,55,2,2,0,60,1262,81,0,66,41,48,0,0,20,1390,29,37,0,35,0,0,0,0,0,0,5,0,0,2,2,2,10,37,62,0,42,35,0,0,0,0,77,37,0,0,51,63,61,57,0,0,0,42,48,4,0,45,3,15,53,69,15,41,23,39,7,5,72,12,68,70,0,51,15,13,0,25,66,70,56,26,51,25,61,25,50,0,0
13,0,5,0,4,8,10,5,0,10,7,3,3,41,Mark,Darby,0,8,7,84,0,0,0,3,0,0,0,0,45,0,80,0,73,12310,0,0,85,193,40,0,0,68,40,0,48,3,3,0,71,1,1,0,83,1263,86,0,59,41,41,0,0,5,1091,25,41,0,25,0,0,0,0,1,0,6,0,1,1,1,2,12,41,89,0,47,35,0,0,0,0,86,41,0,1,72,44,70,73,0,0,0,40,40,1,0,70,3,16,76,74,0,48,6,64,30,0,72,0,5,67,7,60,0,1,0,68,81,82,54,55,53,29,65,40,38,0,1
0,0,3,0,4,6,10,7,0,10,6,3,3,39,Chance,Solomon,1,10,10,81,0,0,0,3,0,0,0,0,39,0,83,0,33,5951,0,0,86,163,62,0,0,61,43,0,46,3,3,0,56,2,2,0,81,1264,84,1,46,43,45,0,0,15,796,65,55,0,46,0,0,0,0,0,0,5,0,2,1,1,2,1,39,75,0,63,74,0,0,0,0,64,39,0,0,63,58,60,57,0,0,0,43,46,3,0,67,1,1,37,41,0,23,6,61,29,0,72,0,36,47,5,60,10,10,0,60,29,34,30,71,30,69,59,76,47,0,1
12,0,5,0,4,0,5,7,0,4,1,0,0,37,Aaron,Obialo,3,7,4,78,0,0,0,3,0,0,0,0,37,0,80,0,46,1229,0,0,85,213,40,0,0,42,73,0,54,3,3,0,58,2,2,0,80,1265,72,1,61,73,71,0,0,17,1090,85,82,0,76,0,0,0,0,0,0,5,0,1,1,1,1,2,37,66,0,77,69,0,0,0,0,5,37,0,0,57,71,78,67,0,0,0,72,71,2,0,37,2,2,59,48,15,4,23,37,7,5,71,12,60,28,0,57,15,13,0,71,48,45,47,64,46,66,72,59,75,0,1
2,0,4,0,9,6,10,7,0,10,6,3,3,41,Blake,Wright,3,10,10,84,0,0,0,3,0,0,0,0,41,0,75,0,27,11574,1,0,87,95,55,0,0,61,50,0,44,3,3,0,55,2,2,0,69,1266,88,1,68,51,50,0,0,17,512,67,70,0,51,0,0,0,0,0,0,5,0,0,1,1,1,1,41,79,0,60,68,0,0,0,0,42,41,0,0,58,74,65,61,10,10,0,51,51,6,0,71,3,1,35,44,0,45,6,58,29,0,71,0,38,66,5,77,10,10,0,74,37,40,33,68,33,65,64,71,49,0,0
5,0,5,0,12,0,5,7,0,4,1,3,3,42,Cody,Pletschette,2,7,4,77,0,0,0,3,0,0,0,0,42,0,80,0,56,12050,0,0,71,76,66,0,0,46,41,0,66,4,4,0,57,2,2,0,55,1267,85,1,66,42,43,0,0,5,930,30,42,0,45,0,0,0,0,10,0,6,0,2,2,2,1,11,42,65,0,52,36,0,0,0,0,71,42,0,10,46,66,54,56,11,11,0,40,43,0,0,34,1,14,58,54,15,47,23,39,7,5,75,12,77,63,0,58,15,13,0,25,56,64,71,33,72,32,62,32,41,0,1
0,0,0,0,9,4,2,8,0,0,3,3,3,36,D.J.,Allen,0,3,2,70,0,0,0,2,0,0,0,0,36,0,79,0,71,2132,0,0,71,216,49,0,0,40,28,1,63,3,3,0,41,2,2,0,70,1268,75,1,57,59,63,0,0,34,2081,27,36,0,62,0,0,0,0,0,0,5,0,0,2,2,1,8,36,57,0,43,29,0,0,0,0,210,36,0,0,45,67,56,47,16,16,0,28,33,2,0,35,3,11,66,42,21,8,21,36,8,20,77,16,105,70,0,47,10,16,0,33,47,50,62,25,61,25,50,27,36,0,0
5,0,6,0,11,6,10,7,0,10,6,3,3,36,Jason,Jasperse,4,10,10,82,0,0,0,4,0,0,0,0,36,0,79,0,36,2568,0,0,90,153,40,0,0,58,40,0,25,3,3,0,56,2,2,0,82,1269,78,0,36,40,38,0,0,15,180,60,77,0,35,0,0,0,0,0,0,6,0,1,2,2,2,1,36,71,0,64,60,0,0,0,0,13,36,0,0,69,56,70,55,0,0,0,40,38,2,3,62,1,1,16,44,0,10,6,54,29,0,73,0,34,39,5,61,10,10,0,68,25,25,25,79,30,73,66,80,41,0,1
